No,Comment Id,Comment,Class,Final_Class
200.0,Ugwni-zdSeIzRltAjiF4AaABAg,yang pro aja bang di 𝐒𝐆𝐈𝟖𝟖 👍,P,P
201.0,UgytniG6kxPGWVhTE4Z4AaABAg,"jepey terus di 𝐒𝐆𝐈𝟖𝟖, beneran!",P,P
202.0,UgwMlOiMIa6cNV2-p554AaABAg,Gw paling demen gas di 🚩𝐒𝐆𝐈𝟖𝟖🚩 wkwkwkww seru. Harus sering2 sih ini mah,P,P
203.0,UgzW6SPsoEatRkrlApF4AaABAg,Lancar lancar bang salam Jepe ⭐𝐒𝐆𝐈𝟖𝟖,P,P
204.0,UgwE39U13smdbpwxyCF4AaABAg,emng bener kemarin udah coba di probet hari ini mau gas lagi ahh 🚩𝐒𝐆𝐈𝟖𝟖🚩 kawan berbuah manis,P,P
205.0,Ugyey438EMOgBTPJjCJ4AaABAg,👍 𝐒𝐆𝐈𝟖𝟖 👌,P,P
206.0,UgxIX-TN0G10bz1YnsR4AaABAg,𝐒𝐆𝐈𝟖𝟖 bikin maxwin makin gampang,P,P
207.0,UgyNrERy70CmDNU3d3N4AaABAg,"Nyimak abang , 𝐒𝐆𝐈𝟖𝟖 Cair mulu 😁",P,P
208.0,Ugxlr0cSGnDW_5J4J3V4AaABAg,menurut gw sih situs adil yah di 🚩𝐒𝐆𝐈𝟖𝟖🚩 soalnya menang w di bayar cash gak pakek lama,P,P
209.0,Ugy5f26irVvAgSOhjhN4AaABAg,Ada notif langsung nonton 😂😂 soalnya habis jepe di 𝐒𝐆𝐈𝟖𝟖,P,P
210.0,UgwW0-lgxEIL1iw9ZRN4AaABAg,👍 𝐒𝐆𝐈𝟖𝟖 👌,P,P
211.0,UgwFnUFiY4YOnFOvYt54AaABAg,Sehat selalu semuanya salam dari 𝐒𝐆𝐈𝟖𝟖 gampang jepe,P,P
212.0,UgyQeYOVMqCzrNwr6lF4AaABAg,0:02 Wah keren 𝐒𝐆𝐈𝟖𝟖 terbaik menang mudah,P,P
213.0,UgyaoPhtf1Xcgp00kW94AaABAg,Busett cerahh banget 🚩𝐒𝐆𝐈𝟖𝟖🚩 encess sama koinya lagi ngasih mulu,P,P
214.0,UgwjxzmsLED1HLdUlld4AaABAg,Lancar lancar bang salam Jepe ⭐𝐒𝐆𝐈𝟖𝟖,P,P
215.0,Ugy6f9M2vtzPXghqYah4AaABAg,"terimakasih selalu upload bg, walaupun masih sibuk🎉𝐒𝐆𝐈𝟖𝟖",P,P
216.0,UgyYvLYbyCXyWbZZhk14AaABAg,"Bandar 𝐒𝐆𝐈𝟖𝟖☀ auto, sultan gacur",P,P
217.0,Ugwri4xK0LGYyRRbJTB4AaABAg,"Gak pernah gagal,𝐒𝐆𝐈𝟖𝟖🔥",P,P
218.0,UgwcDiTxyYlUJ2GJaXB4AaABAg,Semangat bang buat konten nya 😊Salam 𝐒𝐆𝐈𝟖𝟖! gampang Jepe,P,P
219.0,UgyyAct_mMKpBZN4Z7d4AaABAg,Streamer favorit ❤ dan selalu menunggu update terbarunya 😁😁 semangat terus bang 💪💪 salam Jepe 𝐒𝐆𝐈𝟖𝟖,P,P
220.0,UgzJlR7fY6lcdhSmwcR4AaABAg,"Keren banget! Menang banyak di 𝐒𝐆𝐈𝟖𝟖,auto liburan mewah!",P,P
221.0,Ugz5VBKbxz_MT5rL6KR4AaABAg,"Terbaik ❤ memang kak , salam 𝐒𝐆𝐈𝟖𝟖",P,P
222.0,Ugy1_jtEgfYoH69P6yZ4AaABAg,"Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝐒𝐆𝐈𝟖𝟖!",P,P
223.0,UgyCp_ydvsvMoTGHiAN4AaABAg,𝐒𝐆𝐈𝟖𝟖 keren banget 😊,P,P
224.0,UgwnyjQ_lpNFw8V5sQJ4AaABAg,"Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝐒𝐆𝐈𝟖𝟖!",P,P
225.0,UgzTBGpRjk1I9rBGzLx4AaABAg,Seru nich  𝐒𝐆𝐈𝟖𝟖 cair terus 😊,P,P
226.0,UgxucZSxgPgc9lBypYl4AaABAg,"jepey trs tiap hari, cuma di𝐒𝐆𝐈𝟖𝟖⭐",P,P
227.0,Ugy6erF-WVbqOlRM6Gx4AaABAg,emng bener kemarin udah coba di probet hari ini mau gas lagi ahh 🚩𝐒𝐆𝐈𝟖𝟖🚩 kawan berbuah manis,P,P
228.0,UgyxIyJ0irE5LXkneO54AaABAg,Sukaaa bangettt sama ⭐𝐒𝐆𝐈𝟖𝟖,P,P
229.0,UgzG8dCpiT5dELGI7wZ4AaABAg,Itu kemaren Juga Main Sama Pascol fany nya,NP,NP
230.0,Ugw-piQR4k9ke6RThiJ4AaABAg,"gw juga main di alexis17 nih skrg , satu kata emg buat alexis17 , BERKUALITAS",P,P
231.0,UgwCbU0CQw66APsnhaN4AaABAg,Smoth banget hp nya joo,NP,NP
232.0,UgyOFmYE-X1-77Ynh7R4AaABAg,0:03 Keren boleh coba bang gas di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,P,P
233.0,UgzlWMIlxAZGvoorsBB4AaABAg,Orang kerja apaan dah ampe bisa donate 26 jt jir,NP,NP
234.0,Ugy0woR7nQkQQWVJarV4AaABAg,hidup Joko......,NP,NP
235.0,UgwAdIyWJGm1prKJ1s14AaABAg,11:18 terpantau 3 digit awal nomor hp hengky 😹,NP,NP
236.0,Ugwvf6FaYfbIvlU2ujV4AaABAg,9:04 Bahaya admin woy nanti hilang aja💀,NP,NP
237.0,Ugxb960npxUQaO-srVF4AaABAg,A,NP,NP
238.0,Ugyvuxhc5eWPq1lQKC54AaABAg,Hidup jokowi🔥🔥,NP,NP
239.0,UgxLKMXqZ6orjNE5NVx4AaABAg,Halo atmin,NP,NP
240.0,Ugxx21O6_0CKXnpZNdV4AaABAg,Kyy k nya apa bang tedy?😹,NP,NP
241.0,Ugx2G75C9Hni2P4o1t94AaABAg,2:28 kaget gw ajgggg!!!,NP,NP
242.0,UgzINuhGMgLXxeM7Dj54AaABAg,Buat versi meta ciki axcyll bang. Please,NP,NP
243.0,Ugzw_0kwqRw-l3wxroB4AaABAg,Buset back soundnya kyy kali,NP,NP
244.0,Ugx9jEgtcsBFnp6cgRF4AaABAg,Nice back sound 😅,NP,NP
245.0,UgzhYBep_MSt8K_aeMd4AaABAg,lagu apaan dah risih bgt,NP,NP
246.0,UgzTTSmMCNUeR42u0r94AaABAg,waduh,NP,NP
247.0,Ugy13CIhz22XtOKh8-54AaABAg,Mantap😂,NP,NP
248.0,UgwcbK69s4Tmul1hOmx4AaABAg,Kyy ramah bintang 5👍,NP,NP
249.0,UgzLjBcX71pI4-hJwVR4AaABAg,Banyak AI nya gini brok,NP,NP
250.0,UgxZiAxlHvvLR50pkm54AaABAg,ramah kali wak,NP,NP
251.0,Ugz9c_YPirJdaAdFwH14AaABAg,3:46 hell nahhh,NP,NP
252.0,UgzBozAh4IyQq5SdCBt4AaABAg,"""Kontrol ini adalah"" 🗣️🗣️🔥🔥",NP,NP
253.0,UgxptFaadg6PaT7l3-94AaABAg,Keren njir fanartnya nya mirip style Troublemaker😁😁,NP,NP
254.0,UgzPaVlQfdZpxS3svll4AaABAg,Skylar kpn min,NP,NP
255.0,Ugxs9Ix4vL_HgMtKqax4AaABAg,NEXT UDIL MUMPUNG LAGI RAME 😂,NP,NP
256.0,UgzKVDyzsoUDPM3CHcB4AaABAg,Bang ini lagu nya bule toxic bukan sih?,NP,NP
257.0,UgyRwD74gSeI5_Djdm94AaABAg,Roam paling asik wowkwk😂,NP,NP
258.0,Ugxf51dwNEH0xaVw_cZ4AaABAg,ini dia anjir yg gua tunggu,NP,NP
259.0,Ugyu_gAuMxtLVqE2O5R4AaABAg,roamer ter ramah,NP,NP
260.0,Ugx9sk8FnBhnuhPp4uZ4AaABAg,"kyy roamer terramah,setuju?",NP,NP
261.0,UgwrQOcl2mptaNUbwDd4AaABAg,WOILAH MENIT 3:46☠️☠️☠️🗿,NP,NP
262.0,UgxF-3PEY1PuSbtF86p4AaABAg,Skylar GK si versi baru,NP,NP
263.0,Ugy6EGKP9fAIeGBWiYN4AaABAg,Hengky adalah roamer yg sangat soft spoken dan ramah ditonton bersama keluarga,NP,NP
264.0,UgxLMI6kjCmZ6lqw4Uh4AaABAg,"yahh durasinya gaa sampee 20 menitt, bete gw jing",NP,NP
265.0,UgzMD0DhPt0n7AZ4pwZ4AaABAg,Akhirnya kyy dibuat setelah pai selama ini😂,NP,NP
266.0,UgzlWrqYbbXl7B58eYp4AaABAg,KYY K nya apa min sesuai lirik lagu kah😮😮😮,NP,NP
267.0,UgxAs8g23siijEPafJV4AaABAg,Waduhhh telat kang😂😅,NP,NP
268.0,Ugz88sCSqGrjiOqDUpR4AaABAg,"9:05 saweran kena pajak ❌
Bot like di bayarin pajak ✔️",NP,NP
269.0,UgxXOuAtr40mVtEnv514AaABAg,Finally udah mesen dari 1 tahun lalu,NP,NP
270.0,Ugy1hDMltpsjJaZZIT14AaABAg,Akhirnya 🔥🔥🔥🤣🤣🤣🤣,NP,NP
271.0,UgzIe5k5BUJeGrLmN794AaABAg,"nah ini dia yg gua pngen, ada video kyy nya wkwk",NP,NP
272.0,UgxMEY8ps9TOYL-8QV14AaABAg,3:38 ga ikutan😹,NP,NP
273.0,Ugw6_pfUw189jo_QrVd4AaABAg,"Kelas bgt si ted👏👏

Kalo ada waktu bikin la tutorial gitu buat yg laen bisa ngedit kek lu or buka kelas bisa kali😁😁",NP,NP
274.0,UgxmNBr3zn37uvQiNul4AaABAg,akhirnya upload juga min,NP,NP
275.0,UgxLh3tjeig7C2P-Us14AaABAg,Yey upload lagi🗿,NP,NP
276.0,UgyjzqbaYt4vSLxNPt14AaABAg,tinggal nunggu di react kyy x meyden aja ini😂😂,NP,NP
277.0,Ugx1zCpT2DUjHl4LGq14AaABAg,3:25 piala owi dan wowok loh ya🤣,NP,NP
278.0,Ugzk26X6gCJAjOTXTPh4AaABAg,No 22 menit yg lalu😢,NP,NP
279.0,UgwqCF-4G1FZRCgBest4AaABAg,"Hengky ini 11 12 ama Aeronshiki sama² spicy,kalo lagi stream atau maen ml liar mulutnya😅",NP,NP
280.0,UgySCZGlqLNf69lCY-B4AaABAg,"TANDAI KALAU MASUK TRENDING , WAJIB DAGET WOK",NP,NP
281.0,UgwCMGS0yKq1kQIYe5R4AaABAg,Yang ditunggu tunggu akhirnya upload jugaa,NP,NP
282.0,Ugzm6b08_KjHdhzZYx54AaABAg,Kapan party anomali part 2 bang,NP,NP
283.0,Ugy4SbWtbVGG2WLdpFt4AaABAg,Gokil bngt jing makin improve editannya kaga yg itu itu aja 11/100,NP,NP
284.0,Ugz9AoqqPFiWIImcD_54AaABAg,15:25 Idok njir,NP,NP
285.0,UgwpQsUX2dw6W5H1vPR4AaABAg,Bikin versi albert min,NP,NP
286.0,UgwgVcnTGi82eIx9d7Z4AaABAg,Bang coba buat wielino exe,NP,NP
287.0,Ugyo6xTev5CvAo5L3LB4AaABAg,absen minn,NP,NP
288.0,UgzpfH-uCfMyF17G1UJ4AaABAg,pantesan seharga jungler😂,NP,NP
289.0,Ugz2uPOWPuGZIGKcqNN4AaABAg,"Bg akuuuu, hadirrrrr, smngt trsss🤠🤠🤠🦾",NP,NP
290.0,UgzV0wGxnAUb-GDZm1J4AaABAg,akhirnya🤏🏻😂,NP,NP
291.0,Ugx6g95qSIdTv6GvN-R4AaABAg,sebelum ribuan,NP,NP
292.0,UgycZ4MaMwwSPwm6B_p4AaABAg,ESL exe kaga bikin bang 😢,NP,NP
293.0,UgxCAWSsKbc-qAh_WWp4AaABAg,roamer paling family friendly,NP,NP
294.0,UgzhFBzUeiDjzIW_tAZ4AaABAg,"Mantab editannya,apalagi 3D animation nya",NP,NP
295.0,UgwqhHhz5Hg5j6N2rsR4AaABAg,Bg klau top up diamond di pertamina bisa gak ❓🤣🤣,NP,NP
296.0,UgxtKeUKY5j4J_k7hQd4AaABAg,Blazer after konten keluar 📈📈📈 stonk,NP,NP
297.0,Ugx28q61sZ071BiIWjB4AaABAg,2:55 terpantau kalau bro ini tau apapun tentang situs biru 😹😹,NP,NP
298.0,UgwxhbqKVY1etgfhCXN4AaABAg,Yang gg itu emperor bkn jonathan liandi. Bg jo klo main ga srius kocak,NP,NP
299.0,Ugxdu8YJJ480dLDb3TV4AaABAg,Ganas semua slt di alexis17 modal kecil bisa narik sejuta om,P,P
300.0,Ugzdt8zhZYZLufkLsoN4AaABAg,"Bang, lu klo ngerasa suara kilua - harith berisik, lu bisa di settingan>sound/music>hero voice",NP,NP
301.0,Ugw30f4aghQJAobGZXl4AaABAg,1:29 iya kah ? 😂,NP,NP
302.0,UgyytePNC64tccjwvO54AaABAg,"makasi saran nya brobro alexis17 , wd telah landing dengan lembut, berhasil terus",P,P
303.0,UgygNj2bgtgdbnH7tSN4AaABAg,Busett cerahh banget 🚩𝐒𝐆𝐈𝟖𝟖🚩 encess sama koinya lagi ngasih mulu,P,P
304.0,UgyuoZEN-LmvD1BXuYt4AaABAg,"Konten yang gw tunggu sehabis pulang kerja gas ramaikan bro biar mledak vidionya ,Salam ⭐𝐒𝐆𝐈𝟖𝟖!",P,P
305.0,UgxMGt_jsUDEfjY1SwZ4AaABAg,Seperti biasa sehat selalu kang semngat ngonten dan dilancarkan segala urusannya Salam dari 🚩𝐒𝐆𝐈𝟖𝟖 ❤,P,P
306.0,UgxQm4Gz4c7K-MgxIPN4AaABAg,"Rezeki dari 𝐒𝐆𝐈𝟖𝟖-bikin hariku lebih bermakna, terima kasih!",P,P
307.0,UgzUF1mUaX_p9D5QZbR4AaABAg,"coba di 🚩𝐒𝐆𝐈𝟖𝟖🚩, gak ribet ! salam petir x 500",P,P
308.0,Ugx30H6sI6jH2WyGWLl4AaABAg,Class bos🚩 𝐒𝐆𝐈𝟖𝟖🚩 gak ribet depo cepat dan wd lancar,P,P
309.0,UgwuqQuB73Bh0RL7bhR4AaABAg,"Ok min, lanjut 𝐒𝐆𝐈𝟖𝟖",P,P
310.0,UgwaXQ_EkdtziY535dR4AaABAg,𝐒𝐆𝐈𝟖𝟖 bikin maxwin makin gampang,P,P
311.0,UgwgEHiRMno54uKJr_54AaABAg,"Gak pernah gagal,𝐒𝐆𝐈𝟖𝟖🔥",P,P
312.0,UgxCRO_xa5UA2Ft674V4AaABAg,auto jepey! 𝐒𝐆𝐈𝟖𝟖,P,P
313.0,Ugzdwj2guP7stW7VAJN4AaABAg,"Cakep Kali 🚩𝐒𝐆𝐈𝟖𝟖🚩, Bravo..",P,P
314.0,Ugz6KZPvE33HP_M6Y2N4AaABAg,⭐𝐒𝐆𝐈𝟖𝟖 bikin ketagihan!,P,P
315.0,Ugx7999rj39gAu9gphh4AaABAg,Makin yakin abis baca review lain tentang ✌✌𝐒𝐆𝐈𝟖𝟖.,P,P
316.0,Ugw_iNM_KJQ4yNdcpNF4AaABAg,"Salam ⭐𝐒𝐆𝐈𝟖𝟖! gampang Jepe ,Sehat selalu buat semuanya",P,P
317.0,UgxdI-pKg26lDoGoihR4AaABAg,"Rezeki dari 𝐒𝐆𝐈𝟖𝟖-bikin hariku lebih bermakna, terima kasih!",P,P
318.0,UgyWPCkwpYxM5tLLMh14AaABAg,𝐒𝐆𝐈𝟖𝟖 bikin maxwin makin gampang,P,P
319.0,UgxvAcAjDppHYSWM44Z4AaABAg,Sukaaa bangettt sama ⭐𝐒𝐆𝐈𝟖𝟖,P,P
320.0,UgyqeuNzYuow71-jdPJ4AaABAg,itu fany nya blazer bukan si .?,NP,NP
321.0,UgzJAyCtiBSqlVTWId54AaABAg,"Bermain bersama teman-teman di 𝐒𝐆𝐈𝟖𝟖 semakin seru dan asyik, semakin banyak pula rezekinya!",P,P
322.0,UgwwMS3AS4Gi6mR_LXF4AaABAg,"jepey terus di 𝐒𝐆𝐈𝟖𝟖, beneran!",P,P
323.0,UgzaTmZliHgVM0InVr14AaABAg,⭐𝐒𝐆𝐈𝟖𝟖 emang top markotop! JP terus!,P,P
324.0,UgwxIJpvIzi2YaGlTql4AaABAg,"Bandar 𝐒𝐆𝐈𝟖𝟖☀ auto, sultan gacur",P,P
325.0,UgxPTKGAYd1LEmtwDcZ4AaABAg,0:02 Wah keren 𝐒𝐆𝐈𝟖𝟖 terbaik menang mudah,P,P
326.0,UgzG10vc3xd7RSYsvqJ4AaABAg,Gw paling demen gas di 🚩𝐒𝐆𝐈𝟖𝟖🚩 wkwkwkww seru. Harus sering2 sih ini mah,P,P
327.0,Ugx2_8gQ_1PY4inChQd4AaABAg,"Salut bang keren kontennya , salam Jepe DI ⭐𝐒𝐆𝐈𝟖𝟖",P,P
328.0,UgzjkudlCGtdo8r5W3B4AaABAg,bntr lgi mau up video sekalian sombong yang kemarin dapet savage pake claude kwkwkwkw,NP,NP
329.0,UgxDkRknPdT6Yg9fcpV4AaABAg,nice link bagus alexis17,P,P
330.0,Ugx5AtluagMiMm30LfR4AaABAg,tumben menang,NP,NP
331.0,Ugz78PQfBoDEGqDp31Z4AaABAg,"Saya selalu merasakan keberuntungan di alexis17 , boleh gabung bro",P,P
332.0,Ugxio28RRC9TdNakpcZ4AaABAg,alus pisan alexis17 wkwkwkw,P,P
333.0,UgxKxLF4eRboVTubQJ14AaABAg,oke alexis17 gas gas gas,P,P
334.0,UgxmiuUBa5q-YM212nR4AaABAg,Gw mantan pro player anying kelazz joo👊🏻🔥🔥,NP,NP
335.0,UgwWl5K8IVL91QRsvS54AaABAg,"Prasaan udah pernah nonton, tpi kok baru diupload? 🤔",NP,NP
336.0,UgwfQBin4n8876_rOD54AaABAg,pantes rame ini alexis17 wkwkwkwkwk,P,P
337.0,UgzzB__PJyVAxViPGrl4AaABAg,Ganas semua slt di alexis17 modal kecil bisa narik sejuta om,P,P
338.0,UgyJPppSVDunHEPSkIV4AaABAg,Udah nnton di chanel blzer gaming,NP,NP
339.0,UgwI3CVOuxCJ4jxqobR4AaABAg,"Kerennn contentnya bang ,cari situs yang benar itu 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",P,P
340.0,Ugxf2c7V4VMeOpHUiph4AaABAg,"Salut bang keren kontennya , salam Jepe DI ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",P,P
341.0,UgwkbLe9BAjR3xAzNMZ4AaABAg,"jepey terus di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, beneran!",P,P
342.0,UgwCldpDU6JB47G2Aj54AaABAg,"Berkah rezeki hari ini berkat ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,puji syukur!",P,P
343.0,UgwUaXPGvFjhxRwf9yp4AaABAg,Sukaaa bangettt sama ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,P,P
344.0,UgzBzm20Ck9AqU6KbcF4AaABAg,⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴 emang top markotop! JP terus!,P,P
345.0,Ugx6AqAf-_DiTW1aMct4AaABAg,bng coba game zeus x 1000  di weton88 gampang bet pecah,P,P
346.0,Ugz5fqHwnSxejRkgq0h4AaABAg,Gak pernah kecewa nonton video kamu! Selalu bermanfaat dan seru! dp 5k di Weton88,P,P
347.0,Ugz6GhYkMNgJwM1lBoJ4AaABAg,"Cakep Kali 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩, Bravo..",P,P
348.0,UgwbQ-FQZMCqotXKbU54AaABAg,"Berkah rezeki hari ini berkat ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,puji syukur!",P,P
349.0,UgwITL2fTBnlFUZZUGZ4AaABAg,Terimakasih alexis17 memang super hoki keren terpercaya dan nyata,P,P
350.0,UgySGAlqg3Ug2HR6-1l4AaABAg,"Keren banget bang 😂 , Salam JePE ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",P,P
351.0,UgxCBc0agJ2G8Vff_Nl4AaABAg,Seperti biasa sehat selalu kang semngat ngonten dan dilancarkan segala urusannya Salam dari 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ❤,P,P
352.0,UgxNHrwjGBg3rze3ue14AaABAg,"ke 3 bang ,salam jepe Weton88",P,P
353.0,Ugw_-c0tB8ueLlNCmI54AaABAg,Terus berkembang arhan semangattt!!!!! Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,P,P
354.0,UgwSUGzZGTPd34cH3Mp4AaABAg,Streamer favorit ❤ dan selalu menunggu update terbarunya 😁😁 semangat terus bang 💪💪 salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,P,P
355.0,Ugw88Vs7H7oo9TQwVPl4AaABAg,"Bandar Weton88☀ auto, sultan gacur",P,P
356.0,UgxObu9WAzoand1atO94AaABAg,0:03 Keren boleh coba bang gas di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,P,P
357.0,Ugzch96g5IDTqOU9H5h4AaABAg,"gacir banget, main di 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",P,P
358.0,Ugy5q4uDdikJWVG4Ebh4AaABAg,"Ketua jgn main serius di grand master,main yg lucu lucu aja kontennya ,lucu kalau konten lucu",NP,NP
359.0,UgxqPIzHLLvL9JniMNh4AaABAg,Ada notif langsung nonton 😂😂 soalnya habis jepe di WETON88,P,P
360.0,UgxjVniDouMx8MbCzP94AaABAg,Konten yang luar biasa! Keren banget cara kamu menjelaskannya! Main yang bagus di sini bang ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,P,P
361.0,Ugy7MzLdrb_HYz0IDO54AaABAg,0:01 YOo coba di Weton88 modal 5k aja bisa jepee ⭐,P,P
362.0,UgzFBrVR_RtZw-BeXE54AaABAg,Yang di tunggu tunggu salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,P,P
363.0,UgyHMG7g0c5ZfjzBjbx4AaABAg,2:25  langsung di Weton88 bang 😹😹,P,P
364.0,Ugx_JdxJIrx64em1imZ4AaABAg,Ada notif langsung nonton 😂😂 soalnya habis jepe di WETON88,P,P
365.0,UgwS_wXFp8SiWRe3Gnt4AaABAg,"Rezeki dari Weton88-bikin hariku lebih bermakna, terima kasih!",P,P
366.0,Ugy-O-GLUqKjS-K_a3d4AaABAg,Jujur klo main mending di weton88 bang,P,P
367.0,UgwrH1DHR20Vl_5hMGx4AaABAg,"Keren banget bang 😂 , Salam JePE ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",P,P
368.0,Ugw39prYXnveVaGsoS94AaABAg,Kalung noodles😂,P,P
369.0,UgzYFFvYF2y54tzjemt4AaABAg,Maaf terlambat bang semangat ya Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,P,P
370.0,UgwKP47_Vy8MC7Jd6ep4AaABAg,Awal kebangkitan cuan pasti di WETON88,P,P
371.0,UgzixC2XAkiaBLJveVJ4AaABAg,"jepey trs tiap hari, cuma di𝗪𝗘𝗧𝗢𝗡𝟴𝟴⭐",P,P
372.0,UgymPWXDDMPOn08MMUt4AaABAg,Awal kebangkitan cuan pasti di WETON88,P,P
373.0,UgycuPuJXcOUUVCpYfl4AaABAg,weton88 keren banget 😊,P,P
374.0,UgzSXUJ476W_ZmUuJEt4AaABAg,"Keren banget bang 😂 , Salam JePE ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",P,P
375.0,Ugwi3x2FzPx1ADEXpOx4AaABAg,Mantap bang Jo semangat terus buat videonya dan semoga bang Jo dan keluarga sihat selalu Amen.,NP,NP
376.0,UgxG_G7XYWr9i7BTmz94AaABAg,"Bntr, ini video di upload ulang?",NP,NP
377.0,UgxTYug_G4wsgHpR3ax4AaABAg,suka banget main di s1tus alexis17 ini.. enggak usah di jelaskan lagi dengan kata kata lah pokoknya paling the best lah emg,P,P
378.0,UgyZtFQjtSyN25Py5wt4AaABAg,gw rungkad wkwkwkw tapi tmn gw yg pada jp di alexis17,P,P
379.0,UgyDkQthavQNYYyoOZV4AaABAg,"Saya selalu merasakan keberuntungan di alexis17 , boleh gabung bro",P,P
380.0,Ugz0ulxuWchI18u0zH94AaABAg,jangan di googling ＰＵＬ４ＵＷ１Ｎ. yagesyaaa,P,P
381.0,UgxMD5sCxh9NvLpcZrR4AaABAg,terakhir gw main 𝙋𝙐𝙇4𝙐𝙒𝙄𝙉. sih dikasih menang ya,P,P
382.0,UgxGPTh8kC0t7zcwfXp4AaABAg,yaelah ini lagi 04:20 P U L A U W I N muncul,P,P
383.0,UgxSMtdHiXWh9fl2kI54AaABAg,05:35 ⚡️Ｐ ＵＬ 4 Ｕ Ｗ 1 Ｎ ⚡️ tempat ngadu nasib wkwkw,P,P
384.0,Ugw7UCdEELESXKTAeot4AaABAg,yakali gak coba main di 𝓅 𝓊 𝓁 𝒶 𝓊 𝓌 𝒾 𝓃.,P,P
385.0,UgxowTft68fNFudD2ol4AaABAg,Udh nonton bang di blazer 🗿,NP,NP
386.0,Ugx8HZogLtL65o6ZR_d4AaABAg,"baru aja gw coba alexis17 semalam , lumayan lah dpt 2jt",P,P
387.0,Ugx2xi_ejUckCkxhDpR4AaABAg,Seru &amp; cuan di 𝓟 𝓤 𝓛 𝓐 𝓤 𝓦 𝓘 𝓝 💸,P,P
388.0,UgxFnYiabL4WH0jpEo54AaABAg,Hoki gw di 𝓟 𝓤 𝓛 𝓐 𝓤 𝓦 𝓘 𝓝 sih 😭,P,P
389.0,UgzZKCQF_sD0Yc2EUxh4AaABAg,Auto tajir di 𝗣 𝗨 𝗟 𝗔 𝗨 𝗪 𝗜 𝗡 🤑,P,P
390.0,UgxN0dVQeMYlaCGNCOp4AaABAg,Rekomen bgt 𝑷 𝑼 𝑳 𝑨 𝑼 𝑾 𝑰 𝑵 ✅,P,P
391.0,Ugxxfs_J0hI3qjXM-TV4AaABAg,"Akhirnya blajer sama bang Jo Collab,ditunggu Fanny emoeleng",NP,NP
392.0,UgzphwrpfTTD1LidnFh4AaABAg,sudah nonton di konten blazer gaming komentar request prank streming besar terwujudkan,NP,NP
393.0,UgxD7TT5LRN7xSS17r94AaABAg,"Jo lu ga sadar apa yang donete tu Sherla
Donete. Nen** siapa ya kalau boleh tau😅",NP,NP
394.0,UgxRvLArI_TTtcqpNN14AaABAg,mantap bang joo 🗿,NP,NP
395.0,Ugy2yJlAbTsgnTzOkg54AaABAg,"paling endorse itu 😂
bang blazer nya",NP,NP
396.0,Ugx-nHV91F1ppXCtvYB4AaABAg,"Jng kebanyakan di cut lah videonya,
Kurang seru
Ga real",NP,NP
397.0,Ugzmp-ecKPF9t8loQnJ4AaABAg,nice link bagus alexis17,P,P
398.0,UgwoeXoLsqotVP-9vex4AaABAg,anjir alexis17 situs kesukaan teman gw,P,P
399.0,Ugx2HRxWmPyhcfC7T7R4AaABAg,Total match fannynya 4x total match keseluruhan akunku 😂,NP,NP
400.0,UgwxR7JOGGgGwdsfAqJ4AaABAg,wkwkwkwkwk viral ni situs alexis17,P,P
401.0,UgxT2KzmtS-CWviSlTN4AaABAg,"00:02 Dejavu sama reaction lu jo, gw kek pernah liat di yt nya blazer langsung😮😅",NP,NP
402.0,UgwjBrkmvMWvovAF9uN4AaABAg,"Saya selalu merasakan keberuntungan di alexis17 , boleh gabung bro",P,P
403.0,Ugxa-AhDw0uqoU5kLjJ4AaABAg,Udah gua nonton nih di live lu mending entar review Hanzo collector aja!,NP,NP
404.0,Ugwlusj7XjHusn8_iM14AaABAg,@blazergaming,NP,NP
405.0,UgzlFc5fEIMoY3RnzsV4AaABAg,"Blazer gaming bang,,sama2 di kontenin 😂😂😂",NP,NP
406.0,Ugxq6VQPVJnIhBwh65B4AaABAg,alus pisan alexis17 wkwkwkw,P,P
